Listing ID,Title,Price,Location,Rooms,Baths,Size in Meters,Floor,Finish Type,View,Year Built,Payment Method,Seller Type,Developer,Property Link
EG-4933416,Apartments For sale in Park Plaza Compound - Mimary,"9,135,000 EGP",Smouha,3,3,203,3,Extra Super Lux,,2021,Cash or Installments,Broker,مجموعة شركات المعمارى للاستثمار العقارى والسياحى,https://aqarmap.com.eg/en/listing/4933416-for-sale-alexandria-smouha-compounds-in-smouha-park-plaza-mimary/
EG-4932423,Apartments For sale in Saluga Lake Yard - Saluga Muruj Compound,"6,258,000 EGP",Smouha,3,2,149,13,Extra Super Lux,Main Street,2025,Cash or Installments,Broker,elshrooq international,https://aqarmap.com.eg/en/listing/4932423-for-sale-alexandria-smouha-compounds-in-smouha-kmbwnd-slwj-saluga-lake-yard-saluga-muruj-compound/
EG-4930608,Apartments For sale in Park Plaza Compound - Mimary,"6,220,000 EGP",Smouha,3,2,146,11,Extra Super Lux,Side Street,2021,Installments,Broker,مجموعة شركات المعمارى للاستثمار العقارى والسياحى,https://aqarmap.com.eg/en/listing/4930608-for-sale-alexandria-smouha-compounds-in-smouha-park-plaza-mimary/
EG-4932439,Apartments For sale in Saluga Lake Yard - Saluga Muruj Compound,"6,174,000 EGP",Smouha,3,2,147,13,Extra Super Lux,Main Street,2025,Installments,Broker,elshrooq international,https://aqarmap.com.eg/en/listing/4932439-for-sale-alexandria-smouha-compounds-in-smouha-kmbwnd-slwj-saluga-lake-yard-saluga-muruj-compound/
,,,Smouha,,,,,,,,,,,https://aqarmap.com.eg/en/listing/4929006-projects-vee-muruj/
EG-4830440,Apartments For sale in Skyline Residence - Orouba Misr,"8,500,000 EGP",Smouha,3,3,180,9,Super Lux,Side Street,2024,Cash,Building Developer,شقتى للتسويق العقارى,https://aqarmap.com.eg/en/listing/4830440-for-sale-alexandria-smouha-compounds-in-smouha-skyline-residence-orouba-misr/
EG-4932555,Apartments For sale in Saluga Lake Yard - Saluga Muruj Compound,"10,972,000 EGP",Smouha,4,3,211,5,Extra Super Lux,,2025,Installments,Broker,elshrooq international,https://aqarmap.com.eg/en/listing/4932555-for-sale-alexandria-smouha-compounds-in-smouha-kmbwnd-slwj-saluga-lake-yard-saluga-muruj-compound/
EG-4932455,Apartments For sale in Saluga Lake Yard - Saluga Muruj Compound,"7,104,000 EGP",Smouha,3,2,148,13,Extra Super Lux,,2025,Installments,Broker,elshrooq international,https://aqarmap.com.eg/en/listing/4932455-for-sale-alexandria-smouha-compounds-in-smouha-kmbwnd-slwj-saluga-lake-yard-saluga-muruj-compound/
EG-4932447,Apartments For sale in Saluga Lake Yard - Saluga Muruj Compound,"7,138,000 EGP",Smouha,3,3,166,13,Extra Super Lux,Main Street,2025,Installments,Broker,elshrooq international,https://aqarmap.com.eg/en/listing/4932447-for-sale-alexandria-smouha-compounds-in-smouha-kmbwnd-slwj-saluga-lake-yard-saluga-muruj-compound/
,,,Smouha,,,,,,,,,,,https://aqarmap.com.eg/en/listing/4929005-projects-vee-muruj/
,,,Smouha,,,,,,,,,,,https://aqarmap.com.eg/en/listing/4928988-projects-vee-muruj/
EG-4923140,Apartment for sale 122 m Smouha (Orouba Skyline Compound),"6,000,000 EGP",Smouha,2,2,122,8,Extra Super Lux,Other,2025,Cash or Installments,Broker,Avalon Resale,https://aqarmap.com.eg/en/listing/4923140-for-sale-alexandria-smouha-compounds-in-smouha-skyline-residence-orouba-misr/
EG-4927590,Apartments For sale in El-Nasr St.,"2,400,000 EGP",Smouha,3,2,150,1,Super Lux,Side Street,2011,Cash,Broker,New Home - نيو هوم,https://aqarmap.com.eg/en/listing/4927590-for-sale-alexandria-smouha-el-nasr-st/
EG-4912835,شقة RESALE للبيع 120م سموحة - كومباوند مروج (فيو مفتوح علي لاند سكيب),"4,000,000 EGP",Smouha,2,2,120,11,Without Finish,Garden,2026,Installments,Building Developer,شقتى للتسويق العقارى,https://aqarmap.com.eg/en/listing/4912835-for-sale-alexandria-smouha-Muruj/
EG-4927446,شقة للبيع 168م سموحة - كومباوند سكاي لاين(فيو لاند سكيب والشارع الرئيسي ومسجد ع,"8,500,000 EGP",Smouha,3,3,168,2,Extra Super Lux,Garden,2024,Cash,Building Developer,,https://aqarmap.com.eg/en/listing/4927446-for-sale-alexandria-smouha-compounds-in-smouha-skyline-residence-orouba-misr/
EG-4927434,Apartments For sale in Jara Residence - Hepta,"3,100,000 EGP",Smouha,3,2,153,5,Super Lux,,1986,Cash,Broker,New Home - نيو هوم,https://aqarmap.com.eg/en/listing/4927434-for-sale-alexandria-smouha-compounds-in-smouha-jara-residence-hepta/
EG-4820401,Apartments For sale in Park Plaza Compound - Mimary,"8,085,165 EGP",Smouha,4,3,188,9,Extra Super Lux,,2021,Installments,Broker,مجموعة شركات المعماري للاستثمار العقاري والسياحي,https://aqarmap.com.eg/en/listing/4820401-for-sale-alexandria-smouha-compounds-in-smouha-park-plaza-mimary/
EG-4823737,Apartments For sale in Green Plaza St.,"7,800,000 EGP",Smouha,4,3,223,1,Extra Super Lux,Main Street,2021,Cash,Broker,Avalon Resale,https://aqarmap.com.eg/en/listing/4823737-for-sale-alexandria-smouha-green-plaza-st/
EG-4820415,شقه 226 م بكمبوند مروج بوجهات كلها مميزه علي نادي مروج بمساحه 14 فدان,"12,687,783 EGP",Smouha,4,3,226,9,Extra Super Lux,,2021,Installments,Broker,مجموعة شركات المعماري للاستثمار العقاري والسياحي,https://aqarmap.com.eg/en/listing/4820415-for-sale-alexandria-smouha-compounds-in-smouha-park-plaza-mimary/
EG-4909771,شقة للبيع 211م سموحة - كومباوند مروج(ڤيو مباشر علي النادي),"10,972,000 EGP",Smouha,3,3,211,7,Super Lux,,2023,Cash,Building Developer,شقتى للتسويق العقارى,https://aqarmap.com.eg/en/listing/4909771-for-sale-alexandria-smouha-Muruj/
,,,Smouha,,,,,,,,,,,https://aqarmap.com.eg/en/listing/4929000-projects-vee-muruj/
EG-4818557,Apartments For sale in Park Plaza Compound - Mimary,"9,179,238 EGP",Smouha,4,3,204,9,Extra Super Lux,,2021,Installments,Broker,مجموعة شركات المعماري للاستثمار العقاري والسياحي,https://aqarmap.com.eg/en/listing/4818557-for-sale-alexandria-smouha-compounds-in-smouha-park-plaza-mimary/
EG-4816444,Apartments For sale in Park Plaza Compound - Mimary,"6,857,865 EGP",Smouha,3,3,154,5,Extra Super Lux,,2025,Installments,Broker,مجموعة شركات المعماري للاستثمار العقاري والسياحي,https://aqarmap.com.eg/en/listing/4816444-for-sale-alexandria-smouha-compounds-in-smouha-park-plaza-mimary/
EG-4927657,Apartments For sale in 14th of May St.,"6,875,000 EGP",Smouha,4,4,275,11,Super Lux,Main Street,2005,Cash,Broker,New Home - نيو هوم,https://aqarmap.com.eg/en/listing/4927657-for-sale-alexandria-smouha-14th-of-may-st/
EG-4820375,Apartments For sale in Park Plaza Compound - Mimary,"8,999,253 EGP",Smouha,4,3,200,7,Extra Super Lux,,2021,Installments,Broker,مجموعة شركات المعماري للاستثمار العقاري والسياحي,https://aqarmap.com.eg/en/listing/4820375-for-sale-alexandria-smouha-compounds-in-smouha-park-plaza-mimary/
EG-4927881,Apartments For sale in Transport and Engineering St,"6,451,700 EGP",Smouha,3,2,149,Ground,Super Lux,Other,2024,Installments,Building Developer,عقار - ون للتسويق العقاري,https://aqarmap.com.eg/en/listing/4927881-for-sale-alexandria-smouha-shr-lnql-wlhnds-bsmwh/
EG-4826981,Apartments For sale in El Mahmoudya Road,"9,000,000 EGP",Smouha,3,3,245,11,Extra Super Lux,Main Street,2013,Cash,Broker,شركة التميز للتسويق والاستثمار العقاري,https://aqarmap.com.eg/en/listing/4826981-for-sale-alexandria-smouha-compounds-in-smouha-antoniadis-city-compound/
EG-4818300,Apartments For sale in Park Plaza Compound - Mimary,"8,085,165 EGP",Smouha,4,3,188,7,Extra Super Lux,,2021,Installments,Broker,مجموعة شركات المعماري للاستثمار العقاري والسياحي,https://aqarmap.com.eg/en/listing/4818300-for-sale-alexandria-smouha-Muruj/
EG-4818322,Apartments For sale in Park Plaza Compound - Mimary,"8,085,165 EGP",Smouha,4,3,188,9,Extra Super Lux,,2021,Installments,Broker,مجموعة شركات المعماري للاستثمار العقاري والسياحي,https://aqarmap.com.eg/en/listing/4818322-for-sale-alexandria-smouha-compounds-in-smouha-park-plaza-mimary/
EG-4821494,Apartments For sale in Park Plaza Compound - Mimary,"8,085,165 EGP",Smouha,4,3,188,9,Extra Super Lux,,2021,Installments,Broker,مجموعة شركات المعماري للاستثمار العقاري والسياحي,https://aqarmap.com.eg/en/listing/4821494-for-sale-alexandria-smouha-compounds-in-smouha-park-plaza-mimary/
EG-4827409,Apartments For sale in Skyline Residence - Orouba Misr,"10,250,000 EGP",Smouha,3,2,207,4,Extra Super Lux,Main Street,2025,Cash,Broker,شركة التميز للتسويق والاستثمار العقاري,https://aqarmap.com.eg/en/listing/4827409-for-sale-alexandria-smouha-compounds-in-smouha-skyline-residence-orouba-misr/
EG-4788163,Apartments For sale in Victor Amanoiel Square,"6,200,000 EGP",Smouha,3,2,177,8,Super Lux,Pool,2022,Cash,Broker,Avalon Resale,https://aqarmap.com.eg/en/listing/4788163-for-sale-alexandria-smouha-compounds-in-smouha-valore-smouha/
EG-4818372,Penthouse For sale in Park Plaza Compound - Mimary,"24,315,948 EGP",Smouha,5,4,431,9,Extra Super Lux,,2021,Installments,Broker,مجموعة شركات المعماري للاستثمار العقاري والسياحي,https://aqarmap.com.eg/en/listing/4818372-for-sale-alexandria-smouha-compounds-in-smouha-park-plaza-mimary/
EG-4816453,Apartments For sale in Park Plaza Compound - Mimary,"12,687,783 EGP",Smouha,4,3,226,5,Extra Super Lux,,2025,Installments,Broker,مجموعة شركات المعماري للاستثمار العقاري والسياحي,https://aqarmap.com.eg/en/listing/4816453-for-sale-alexandria-smouha-compounds-in-smouha-park-plaza-mimary/
EG-4918344,شقة للبيع 118م سموحة - كومباوند مروج,"5,664,000 EGP",Smouha,2,2,118,5,Super Lux,Main Street,2023,Installments,Building Developer,شقتى للتسويق العقارى,https://aqarmap.com.eg/en/listing/4918344-for-sale-alexandria-smouha-Muruj/
EG-4623972,Apartments For sale in Skyline Residence - Orouba Misr,"10,250,000 EGP",Smouha,3,2,207,4,Extra Super Lux,Main Street,2024,Installments,Broker,شركة التميز للتسويق والاستثمار العقاري,https://aqarmap.com.eg/en/listing/4623972-for-sale-alexandria-smouha-compounds-in-smouha-skyline-residence-orouba-misr/
EG-4623135,Apartments For sale in Mohamed bahaa elden,"6,000,000 EGP",Smouha,3,2,200,13,Super Lux,Main Street,2012,Cash,Broker,شركة التميز للتسويق والاستثمار العقاري,https://aqarmap.com.eg/en/listing/4623135-for-sale-alexandria-smouha-mohammed-bahaa-al-din-al-ghouri-st/
EG-4918675,Apartments For sale in Mohammed Abo Al Fatoh Hasab St. ( Al Riada ),"4,200,000 EGP",Smouha,3,2,143,1,Lux,Main Street,2016,Cash,Broker,DK FOR REAL ESTATE,https://aqarmap.com.eg/en/listing/4918675-for-sale-alexandria-smouha-compounds-in-smouha-hadayek-al-saraya/
EG-4916748,Apartments For sale in Muruj,"6,045,875 EGP",Smouha,3,2,145,8,Extra Super Lux,Main Street,2024,Installments,Broker,شركة التميز للتسويق والاستثمار العقاري,https://aqarmap.com.eg/en/listing/4916748-for-sale-alexandria-smouha-Muruj/
EG-4625492,Apartments For sale in Skyline Residence - Orouba Misr,"10,000,000 EGP",Smouha,3,2,186,2,Extra Super Lux,Main Street,2024,Installments,Broker,شركة التميز للتسويق والاستثمار العقاري,https://aqarmap.com.eg/en/listing/4625492-for-sale-alexandria-smouha-compounds-in-smouha-skyline-residence-orouba-misr/
EG-4816434,Apartments For sale in Park Plaza Compound - Mimary,"8,085,165 EGP",Smouha,4,3,188,5,Extra Super Lux,,2022,Installments,Broker,مجموعة شركات المعماري للاستثمار العقاري والسياحي,https://aqarmap.com.eg/en/listing/4816434-for-sale-alexandria-smouha-compounds-in-smouha-park-plaza-mimary/
EG-4818389,Apartments For sale in Park Plaza Compound - Mimary,"12,354,795 EGP",Smouha,4,3,216,9,Extra Super Lux,,2021,Installments,Broker,مجموعة شركات المعماري للاستثمار العقاري والسياحي,https://aqarmap.com.eg/en/listing/4818389-for-sale-alexandria-smouha-compounds-in-smouha-park-plaza-mimary/
EG-4818355,Apartments For sale in Park Plaza Compound - Mimary,"8,954,256 EGP",Smouha,4,3,198,9,Extra Super Lux,,2021,Installments,Broker,مجموعة شركات المعماري للاستثمار العقاري والسياحي,https://aqarmap.com.eg/en/listing/4818355-for-sale-alexandria-smouha-compounds-in-smouha-park-plaza-mimary/
EG-4816350,Apartments For sale in Park Plaza Compound - Mimary,"8,954,256 EGP",Smouha,4,3,198,5,Extra Super Lux,,2025,Installments,Broker,مجموعة شركات المعماري للاستثمار العقاري والسياحي,https://aqarmap.com.eg/en/listing/4816350-for-sale-alexandria-smouha-compounds-in-smouha-park-plaza-mimary/
EG-4805408,Apartments For sale in Muruj,"8,085,165 EGP",Smouha,4,3,188,5,Extra Super Lux,,2022,Installments,Broker,مجموعة شركات المعماري للاستثمار العقاري والسياحي,https://aqarmap.com.eg/en/listing/4805408-for-sale-alexandria-smouha-compounds-in-smouha-park-plaza-mimary/
EG-4818607,Apartments For sale in Park Plaza Compound - Mimary,"9,179,238 EGP",Smouha,4,3,204,7,Extra Super Lux,,2021,Installments,Broker,مجموعة شركات المعماري للاستثمار العقاري والسياحي,https://aqarmap.com.eg/en/listing/4818607-for-sale-alexandria-smouha-compounds-in-smouha-park-plaza-mimary/
EG-4819273,Apartments For sale in Skyline Residence - Orouba Misr,"9,200,000 EGP",Smouha,3,3,149,3,Super Lux,Side Street,2026,Cash,Building Developer,شقتى للتسويق العقارى,https://aqarmap.com.eg/en/listing/4819273-for-sale-alexandria-smouha-compounds-in-smouha-skyline-residence-orouba-misr/
EG-4818617,Apartments For sale in Park Plaza Compound - Mimary,"8,085,165 EGP",Smouha,4,3,188,7,Extra Super Lux,,2021,Installments,Broker,مجموعة شركات المعماري للاستثمار العقاري والسياحي,https://aqarmap.com.eg/en/listing/4818617-for-sale-alexandria-smouha-compounds-in-smouha-park-plaza-mimary/
EG-4806934,Apartments For sale in Park Plaza Compound - Mimary,"12,354,795 EGP",Smouha,4,3,216,7,Extra Super Lux,,2021,Installments,Broker,مجموعة شركات المعماري للاستثمار العقاري والسياحي,https://aqarmap.com.eg/en/listing/4806934-for-sale-alexandria-smouha-compounds-in-smouha-park-plaza-mimary/
EG-4819299,Apartments For sale in Al Mashroa Rd,"6,250,000 EGP",Smouha,3,3,225,3,Extra Super Lux,Main Street,2010,Cash,Broker,Coldwell Banker Platinum,https://aqarmap.com.eg/en/listing/4819299-for-sale-alexandria-smouha-al-mashroa-rd/
EG-4816281,Apartments For sale in Park Plaza Compound - Mimary,"12,687,783 EGP",Smouha,4,3,226,5,Extra Super Lux,,2021,Installments,Broker,مجموعة شركات المعماري للاستثمار العقاري والسياحي,https://aqarmap.com.eg/en/listing/4816281-for-sale-alexandria-smouha-compounds-in-smouha-park-plaza-mimary/
EG-4913115,Apartments For sale in Mohammed Abo Al Fatoh Hasab St. ( Al Riada ),"4,200,000 EGP",Smouha,3,2,143,1,Lux,,2016,Cash,Broker,DK FOR REAL ESTATE,https://aqarmap.com.eg/en/listing/4913115-for-sale-alexandria-smouha-shr-mhmd-bw-lftwh-hsb-lrydh/
EG-4805507,Apartments For sale in Muruj,"8,269,256 EGP",Smouha,4,3,198,5,Extra Super Lux,,2022,Installments,Broker,مجموعة شركات المعماري للاستثمار العقاري والسياحي,https://aqarmap.com.eg/en/listing/4805507-for-sale-alexandria-smouha-compounds-in-smouha-park-plaza-mimary/
EG-4912964,Apartment for sale 152 m Smouha (Sky Line compound),"7,200,000 EGP",Smouha,3,3,152,8,Super Lux,Other,2026,Cash,Broker,Avalon Resale,https://aqarmap.com.eg/en/listing/4912964-for-sale-alexandria-smouha-compounds-in-smouha-skyline-residence-orouba-misr/
EG-4880615,Apartment for sale 100 m Smouha (Tout Ankh Amoun st.),"2,550,000 EGP",Smouha,2,1,100,7,Super Lux,Other,1990,Cash,Broker,Avalon Resale,https://aqarmap.com.eg/en/listing/4880615-for-sale-alexandria-smouha-tout-ankh-amoun-st/
EG-4806649,Apartments For sale in Park Plaza Compound - Mimary,"8,954,256 EGP",Smouha,4,3,198,5,Extra Super Lux,,2022,Installments,Broker,مجموعة شركات المعماري للاستثمار العقاري والسياحي,https://aqarmap.com.eg/en/listing/4806649-for-sale-alexandria-smouha-compounds-in-smouha-park-plaza-mimary/
EG-4817457,Duplex For sale in Victor Amanoiel Square,"7,200,000 EGP",Smouha,5,3,300,13,Super Lux,Main Street,1990,Cash,Broker,Avalon Resale,https://aqarmap.com.eg/en/listing/4817457-for-sale-alexandria-smouha-victor-amanoiel-square/
EG-4806667,شقه 226 م بكمبوند مروج بوجهات كلها مميزه علي نادي مروج بمساحه 14 فدان,"12,687,783 EGP",Smouha,4,3,226,7,Extra Super Lux,,2021,Installments,Broker,مجموعة شركات المعماري للاستثمار العقاري والسياحي,https://aqarmap.com.eg/en/listing/4806667-for-sale-alexandria-smouha-compounds-in-smouha-park-plaza-mimary/
EG-4816292,Apartments For sale in Park Plaza Compound - Mimary,"8,085,165 EGP",Smouha,4,3,188,5,Extra Super Lux,,2021,Installments,Broker,مجموعة شركات المعماري للاستثمار العقاري والسياحي,https://aqarmap.com.eg/en/listing/4816292-for-sale-alexandria-smouha-compounds-in-smouha-park-plaza-mimary/
EG-4805450,Apartments For sale in 15 May St.,"8,085,165 EGP",Smouha,4,3,188,7,Extra Super Lux,,2021,Installments,Broker,مجموعة شركات المعماري للاستثمار العقاري والسياحي,https://aqarmap.com.eg/en/listing/4805450-for-sale-alexandria-smouha-compounds-in-smouha-kmbwnd-fy-mrwj-lgnymy/
EG-4913456,Apartments For sale 204m at sawary,"5,950,000 EGP",Smouha,3,3,204,2,Extra Super Lux,Main Street,2025,Cash or Installments,Broker,چيران للاستثمار والتطوير العقاري,https://aqarmap.com.eg/en/listing/4913456-for-sale-alexandria-smouha-mohammed-fawzi-moaz-st/
EG-4805417,Apartments For sale in 15 May St.,"8,999,253 EGP",Smouha,4,3,200,7,Extra Super Lux,,2021,Installments,Broker,مجموعة شركات المعماري للاستثمار العقاري والسياحي,https://aqarmap.com.eg/en/listing/4805417-for-sale-alexandria-smouha-compounds-in-smouha-park-plaza-mimary/
EG-4816373,Apartments For sale in Park Plaza Compound - Mimary,"8,999,253 EGP",Smouha,4,3,200,5,Extra Super Lux,,2021,Installments,Broker,مجموعة شركات المعماري للاستثمار العقاري والسياحي,https://aqarmap.com.eg/en/listing/4816373-for-sale-alexandria-smouha-compounds-in-smouha-park-plaza-mimary/
EG-4914893,Apartments For sale in Park Plaza Compound - Mimary,"9,135,000 EGP",Smouha,3,1,203,3,Extra Super Lux,,2021,Installments,Broker,مجموعة شركات المعمارى للاستثمار العقارى والسياحى,https://aqarmap.com.eg/en/listing/4914893-for-sale-alexandria-smouha-compounds-in-smouha-park-plaza-mimary/
EG-4816424,Apartments For sale in Park Plaza Compound - Mimary,"12,354,795 EGP",Smouha,4,3,216,5,Extra Super Lux,,2021,Installments,Broker,مجموعة شركات المعماري للاستثمار العقاري والسياحي,https://aqarmap.com.eg/en/listing/4816424-for-sale-alexandria-smouha-compounds-in-smouha-park-plaza-mimary/
EG-4913124,Apartments For sale in Skyline Residence - Orouba Misr,"6,925,000 EGP",Smouha,3,3,142,5,Super Lux,Other,2025,Cash or Installments,Broker,Avalon Resale,https://aqarmap.com.eg/en/listing/4913124-for-sale-alexandria-smouha-compounds-in-smouha-skyline-residence-orouba-misr/
EG-4817351,Apartments For sale in Park Plaza Compound - Mimary,"8,954,256 EGP",Smouha,4,3,198,7,Extra Super Lux,,2021,Installments,Broker,مجموعة شركات المعماري للاستثمار العقاري والسياحي,https://aqarmap.com.eg/en/listing/4817351-for-sale-alexandria-smouha-Muruj/
EG-4817364,Apartments For sale in Park Plaza Compound - Mimary,"8,085,165 EGP",Smouha,4,3,188,5,Extra Super Lux,,2021,Installments,Broker,مجموعة شركات المعماري للاستثمار العقاري والسياحي,https://aqarmap.com.eg/en/listing/4817364-for-sale-alexandria-smouha-compounds-in-smouha-park-plaza-mimary/
EG-4914815,Apartments For sale in Park Plaza Compound - Mimary,"5,980,000 EGP",Smouha,3,2,145,3,Extra Super Lux,Side Street,2021,Installments,Broker,مجموعة شركات المعمارى للاستثمار العقارى والسياحى,https://aqarmap.com.eg/en/listing/4914815-for-sale-alexandria-smouha-compounds-in-smouha-park-plaza-mimary/
EG-4818295,Apartments For sale in Park Plaza Compound - Mimary,"12,687,783 EGP",Smouha,4,3,226,7,Extra Super Lux,,2025,Installments,Broker,مجموعة شركات المعماري للاستثمار العقاري والسياحي,https://aqarmap.com.eg/en/listing/4818295-for-sale-alexandria-smouha-compounds-in-smouha-park-plaza-mimary/
EG-4805473,تعاقد مع أقوي مطور عقاري بكمبوند مروج سموحه بمطلات علي نادي مروج 216 م,"12,354,795 EGP",Smouha,4,3,216,5,Extra Super Lux,,2021,Installments,Broker,مجموعة شركات المعماري للاستثمار العقاري والسياحي,https://aqarmap.com.eg/en/listing/4805473-for-sale-alexandria-smouha-compounds-in-smouha-park-plaza-mimary/
EG-4909810,- شقة للبيع 149م سموحة - كومباوند مروج( ڤيوهات مفتوحة),"5,960,000 EGP",Smouha,3,2,149,5,Super Lux,Main Street,2023,Cash,Building Developer,شقتى للتسويق العقارى,https://aqarmap.com.eg/en/listing/4909810-for-sale-alexandria-smouha-Muruj/
EG-4903131,"Apartment for sale, 130 m, Smouha (Tutankhamun Street)","3,150,000 EGP",Smouha,3,2,130,11,Super Lux,Main Street,2004,Cash,Broker,Coldwell Banker Platinum,https://aqarmap.com.eg/en/listing/4903131-for-sale-alexandria-smouha-tout-ankh-amoun-st/
EG-4909535,شقة للبيع 156م سموحة - كومباوند مروج,"6,500,000 EGP",Smouha,3,3,156,6,Super Lux,Main Street,2023,Cash,Building Developer,شقتى للتسويق العقارى,https://aqarmap.com.eg/en/listing/4909535-for-sale-alexandria-smouha-Muruj/
EG-4806964,Apartments For sale in Park Plaza Compound - Mimary,"8,954,256 EGP",Smouha,4,3,198,7,Extra Super Lux,,2021,Installments,Broker,مجموعة شركات المعماري للاستثمار العقاري والسياحي,https://aqarmap.com.eg/en/listing/4806964-for-sale-alexandria-smouha-compounds-in-smouha-park-plaza-mimary/
EG-4752510,Apartments For sale in Kamal El-Deen Salah St.,"6,000,000 EGP",Smouha,3,3,210,3,Super Lux,Side Street,2016,Cash,Building Developer,شقتى للتسويق العقارى,https://aqarmap.com.eg/en/listing/4752510-for-sale-alexandria-smouha-kamal-el-deen-salah-st/
EG-4885515,Apartments For sale in Tout Ankh Amoun St.,"3,150,000 EGP",Smouha,3,2,127,11,Super Lux,Side Street,2004,Cash,Broker,New Home - نيو هوم,https://aqarmap.com.eg/en/listing/4885515-for-sale-alexandria-smouha-tout-ankh-amoun-st/
EG-4814080,Apartments For sale in Skyline Residence - Orouba Misr,"10,148,000 EGP",Smouha,3,3,213,4,Super Lux,Side Street,2026,Cash,Building Developer,شقتى للتسويق العقارى,https://aqarmap.com.eg/en/listing/4814080-for-sale-alexandria-smouha-compounds-in-smouha-skyline-residence-orouba-misr/
EG-4909855,شقة للبيع 156م سموحة - كومباوند مروج(فيو مفتوح),"6,500,000 EGP",Smouha,3,3,156,6,Super Lux,Main Street,2026,Cash,Building Developer,شقتى للتسويق العقارى,https://aqarmap.com.eg/en/listing/4909855-for-sale-alexandria-smouha-Muruj/
EG-4813622,شقة للبيع 191م سموحة - بالقرب من مسجد علي بن أبي طالب,"6,500,000 EGP",Smouha,3,2,191,7,Extra Super Lux,Main Street,2009,Cash,Building Developer,شقتى للتسويق العقارى,https://aqarmap.com.eg/en/listing/4813622-for-sale-alexandria-smouha-ali-ibn-abi-talib-st/
EG-4806786,Apartments For sale in Park Plaza Compound - Mimary,"8,085,165 EGP",Smouha,4,3,188,5,Extra Super Lux,,2021,Installments,Broker,مجموعة شركات المعماري للاستثمار العقاري والسياحي,https://aqarmap.com.eg/en/listing/4806786-for-sale-alexandria-smouha-compounds-in-smouha-park-plaza-mimary/
EG-4910309,شقه للبيع 219م سموحة - كومباوند مروج,"9,526,500 EGP",Smouha,4,3,219,2,Super Lux,Main Street,2024,Cash,Building Developer,شقتى للتسويق العقارى,https://aqarmap.com.eg/en/listing/4910309-for-sale-alexandria-smouha-Muruj/
EG-4807023,شقة للبيع 191م سموحة - بالقرب من مسجد علي بن أبي طالب - 3 غرف ريسبشن 3 قطع 2 حمام كاملة العدادات (كهرباء - مياه - غاز) - عمارة براند -عمارة مرخصة مباني 2009 -جميع المطلات ع الشارع -الترا سوبر لوكس -الدور 7 و العمارة 11 دور - 2 اسانسير -السعر 6 مليون و 500 الف (السعر شامل باكية جراج) » لمزيد من التفاصيل وتحديد ميعاد للمعاينة أ/ محمد خليل: أو?تواصل واتساب: https://wa.me/ كود الوحدة: 124430,"6,500,000 EGP",Smouha,3,2,191,7,Extra Super Lux,Main Street,2009,Cash,Building Developer,شقتى للتسويق العقارى,https://aqarmap.com.eg/en/listing/4807023-for-sale-alexandria-smouha-mohammed-fawzi-moaz-st/
EG-4896257,Apartments For sale in Mohammed Fawzi Moaz St.,"5,050,000 EGP",Smouha,3,3,211,9,Super Lux,Main Street,2000,Cash,Broker,Avalon Resale,https://aqarmap.com.eg/en/listing/4896257-for-sale-alexandria-smouha-mohammed-fawzi-moaz-st/
EG-4806772,Apartments For sale in Park Plaza Compound - Mimary,"12,687,783 EGP",Smouha,4,3,226,7,Extra Super Lux,,2021,Installments,Broker,مجموعة شركات المعماري للاستثمار العقاري والسياحي,https://aqarmap.com.eg/en/listing/4806772-for-sale-alexandria-smouha-compounds-in-smouha-park-plaza-mimary/
EG-4806757,Apartments For sale in Park Plaza Compound - Mimary,"12,354,795 EGP",Smouha,4,3,216,7,Extra Super Lux,,2021,Installments,Broker,مجموعة شركات المعماري للاستثمار العقاري والسياحي,https://aqarmap.com.eg/en/listing/4806757-for-sale-alexandria-smouha-compounds-in-smouha-park-plaza-mimary/
EG-4806615,Apartments For sale in Park Plaza Compound - Mimary,"8,085,165 EGP",Smouha,4,3,188,5,Extra Super Lux,,2021,Installments,Broker,مجموعة شركات المعماري للاستثمار العقاري والسياحي,https://aqarmap.com.eg/en/listing/4806615-for-sale-alexandria-smouha-compounds-in-smouha-park-plaza-mimary/
EG-4910646,Apartments For sale in Skyline Residence - Orouba Misr,"10,000,000 EGP",Smouha,3,3,175,4,Extra Super Lux,Other,2019,Cash,Broker,Avalon Resale,https://aqarmap.com.eg/en/listing/4910646-for-sale-alexandria-smouha-compounds-in-smouha-skyline-residence-orouba-misr/
EG-4806704,Apartments For sale in Park Plaza Compound - Mimary,"8,999,253 EGP",Smouha,4,3,200,5,Extra Super Lux,,2021,Installments,Broker,مجموعة شركات المعماري للاستثمار العقاري والسياحي,https://aqarmap.com.eg/en/listing/4806704-for-sale-alexandria-smouha-compounds-in-smouha-park-plaza-mimary/
EG-4806950,Apartments For sale in Park Plaza Compound - Mimary,"9,179,238 EGP",Smouha,4,3,204,5,Extra Super Lux,,2021,Installments,Broker,مجموعة شركات المعماري للاستثمار العقاري والسياحي,https://aqarmap.com.eg/en/listing/4806950-for-sale-alexandria-smouha-compounds-in-smouha-park-plaza-mimary/
EG-4909958,شقة للبيع 180م سموحة - ش بهاء الدين الغتوري(فيو مفتوح),"6,500,000 EGP",Smouha,3,3,180,3,Super Lux,Main Street,2018,Cash,Building Developer,شقتى للتسويق العقارى,https://aqarmap.com.eg/en/listing/4909958-for-sale-alexandria-smouha-mohammed-bahaa-al-din-al-ghouri-st/
