,EGY-GDP's Real Estate Activitie,Domestic Liquidity,Money Supply,Aqarmap's Index,Inflation Rate (Core),Date
0,169295.33,4201263.666666667,1007605.3333333334,2520.3333333333335,0.4543333333333333,2020Q1
1,150795.73,4447769.0,1078859.0,2229.0,0.3173333333333333,2020Q2
2,158690.09,4688827.0,1126562.0,2496.0,-0.09066666666666667,2020Q3
3,180674.08,4857452.666666667,1139646.0,2610.3333333333335,0.5713333333333334,2020Q4
4,187518.87,5038184.0,1162447.3333333333,2522.3333333333335,0.4123333333333334,2021Q1
5,173340.77,5265997.0,1226166.0,2506.6666666666665,0.37333333333333335,2021Q2
6,174499.41,5496818.666666667,1307925.0,2701.5,0.229,2021Q3
7,190421.2,5738228.333333333,1363429.0,2557.3333333333335,0.9283333333333333,2021Q4
8,206389.0,6035304.666666667,1416633.3333333333,2534.0,1.6913333333333334,2022Q1
9,192316.22,6510442.0,1507049.6666666667,2725.5,1.729,2022Q2
10,193138.07,6822310.666666667,1624707.3333333333,2698.5,1.2183333333333335,2022Q3
11,223242.56,7300471.0,1699175.3333333333,3056.0,2.732333333333333,2022Q4
12,240987.6,7833051.666666667,1727897.6666666667,3473.0,5.659,2023Q1
13,234770.7,8152624.0,1980311.3333333333,3561.3333333333335,2.0896666666666666,2023Q2
14,242714.5,8453993.0,2136003.0,3848.0,0.919,2023Q3
15,271058.4,8782600.0,2323706.0,4434.0,1.3646666666666665,2023Q4
16,283446.41,9365793.333333334,2479202.0,4965.0,5.630666666666667,2024Q1
17,273429.53,10355013.666666666,2585850.0,5080.0,0.27466666666666667,2024Q2
18,277045.69,10920287.0,2718543.0,5526.0,0.47,2024Q3
19,300489.76,11408634.666666666,2785551.0,5474.0,0.8776666666666667,2024Q4
